Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Label
63379,534,6,996.322355371624,524.3563923868892,846.0487581989255,348.44744097188493,935.138591424284,253.8672670349652,722.4278958943261,507.0934394890022,321.56735527479606,4.937016930158689,212.85658973236798,362.7417257008265,488.9061201655485,840.9213444589177,948.0360719862921,265.04749974146546,78.99473357453202,781.2032239829679,1.5849081187299108,65.75713075391754,661.0120838365843,458.932321484631,608.3029525997204,122.18767834348843,363.1144313100113,65.11168913758125,643.9093240262582,690.5239760583146,800.3295214464126,470.7377118794339,810.1375439630158,166.60844887784842,233.8786590363261,82.88951041120329,461.3318120094583,168.65577622453299,749.5727121162253,312.8076107178471,546.4739012503193,899.7601435154692,59.51524295981025,771.8287977698596,276.1755362779837,832.2835001290267,594.258910099906,347.8766166627949,855.9541811016011,49.22841065992878,787.0355607281335,969.3459327390466,415.69354754063784,601.7440503246956,95.93592715272025,0
49290,850,17,501.97874226298325,475.40854953725864,317.249946006242,372.52289238611445,821.9190026554319,53.86993703078069,453.4652082671867,309.32802973853234,863.8852742923746,498.01076451013984,26.219583370802546,444.9236727978668,723.7745216430911,825.8888224941629,247.62548759374369,505.4953818625415,142.62799826106675,630.6165032135706,555.3557195138993,813.0017126495454,866.688187316445,494.5344857779825,297.1649383947802,218.3000319993692,855.8333888097399,35.02602987113701,999.9665007179229,245.99390841435732,568.0087549671325,259.37900927199917,262.5945386412151,784.4262506884273,485.93199398577235,354.44937139908484,25.659999385433395,639.4861141910455,804.5039074163659,478.8386680776501,889.0531969123185,6.159143736463313,535.9763461531578,523.0584169592719,594.9273164821532,815.6583981530006,890.1961792481139,975.9838750516957,442.292228075848,20.088430516085552,759.2473817805552,975.2647329013594,703.4256245541073,184.60755479613655,594.7370620603436,0
23191,957,17,703.9744914405716,971.1065748278469,62.207598853062706,668.9420144135395,370.5760154567276,615.5232263597611,673.6157463727017,594.6114089260675,593.0755248567729,915.2864646084637,277.3735891523037,611.2791060837197,258.7452160850542,91.15581922258598,403.90083480821295,871.2411596275371,354.06754176282686,337.0283065642965,714.09239005496,807.2105609084734,260.83194449510995,179.81574578351822,865.3997556198032,607.3344317342297,148.09367030273955,896.2834381378443,302.72547788763137,235.43712153329676,62.13367184766327,76.61191796697697,77.2774759198096,288.04410214669383,414.9818960331182,767.2268834912934,861.6881897682581,707.1874898380205,456.0206215902459,346.92799718963505,173.66633268872656,377.5792605958292,934.0874106778828,558.6694460797517,822.5955429929884,123.3591497166977,374.5920008002531,575.3304759392323,66.03485661626995,340.07837665190874,537.4647803369428,779.524244284002,454.1376718579014,238.11594738498977,197.14028877381884,0
59250,321,6,990.4948587820193,882.2266291068107,649.0029045436046,751.7102444650945,321.0953155823112,51.32306834452549,68.41725001217813,786.669690185323,455.0120076306232,199.30157888825482,692.4192080860423,852.9913856533117,728.5728913588575,346.6659986766788,762.8475737042659,134.02436725074585,904.5777364220651,230.63443215081358,536.656981195935,27.617028183658633,937.5344769751669,356.5591823456623,311.6957292399005,199.0099817905424,104.46956093331872,336.193247977719,233.29769527994637,776.6664886878152,228.18117020343587,71.40730693916197,234.19923848430946,779.8079736551557,401.2351512166057,104.35947822871728,560.6871064767938,225.66651778122392,298.1680360738723,451.59873131790283,632.7325008326552,370.95938247461856,293.15091767164023,124.11897013343776,101.26435812345646,255.73163123670307,536.4912340494325,763.1404305107848,346.4461518781614,633.7477703577067,781.9577977581998,679.9609076372333,86.13939151365146,935.058629136013,256.0285053289375,0
3799,294,6,697.4778273363096,813.1500349648866,652.0082918117943,491.85007319588914,390.0496109287359,535.0471550107575,463.38373877969707,283.3391806470137,501.64464696695364,594.3323313282687,706.0326257863791,652.8582826397052,427.6022722610784,960.8993952930718,610.6603025706786,121.36379135887343,602.5084077160703,766.8994083385197,470.91957288250507,594.2143954519223,438.485566699329,374.21880489602455,408.12310794466475,776.5657383661801,924.3584007464326,308.0770207908521,985.829975481624,116.89898085054784,668.2567601710759,741.2443906311579,280.53506758320555,62.43947873071887,173.54436074037295,613.363249227572,359.0363154547991,115.7074986365989,965.7223260392988,81.6596714064034,222.37673798255776,990.4972846243804,991.9327193598069,533.3304624782565,591.6017851216511,505.57509868909744,26.711122312430334,428.91086332975516,426.7891660948604,878.8205433356807,325.76188630919336,114.19598756094018,659.9354357767252,646.985568114298,968.1794813912437,0
8127,592,6,757.1213231150426,822.0966374045929,291.7384842266445,383.770210976758,657.1496714693885,368.0931893727018,370.45823603470365,330.13357152208056,182.46078554430702,584.5520615318716,297.441250781656,131.31838895191805,494.3440260982159,88.63409988885995,866.8242756987653,63.13530618568508,777.1211707491935,519.9035450722316,199.85825971390082,911.7031570394863,807.5602760892207,285.53198650498643,584.9822044303978,22.706701812122976,711.3313944661445,450.03591960096,964.9437660940249,436.25896176271726,97.31879495037433,577.0991077048495,124.43091760755587,12.777838168233412,691.6378689822211,839.9619894438222,36.264666855254646,458.3170928774472,852.4075283231097,717.2291312281849,137.1293177995565,850.8270170275165,54.60028488036139,224.06769196865062,997.8177387121526,43.04079050684595,532.1085641189811,741.6747506871003,567.2954321519843,807.3064615332908,536.8859712869418,284.4785591351291,715.9082775889507,195.6991498670181,332.9234221270011,0
25416,838,17,185.54589554026168,52.84011606083061,142.6962662452327,725.8733127377609,371.29724954630996,855.2851188143148,271.07147398833587,484.8096630816008,480.3259219881535,71.79270434461438,43.955043103825034,423.2712575642373,648.0080128728065,306.66133112534567,777.0598061911641,21.164566208210722,298.73247565894576,111.55028074052254,980.9182547917691,115.21104901482049,841.5533161005733,326.4313037424934,252.58908170146742,439.3201057398274,390.79145483987156,698.4253643698692,119.50285727370758,393.9151592807224,831.7062586708441,703.7198840179377,403.118446168402,29.28832871503184,425.9223901495177,984.2117430668502,734.6421767484662,436.54278475726727,554.9325593544438,154.83978301189148,225.5641251046603,565.8662474603778,904.8832053108065,785.7907828504101,987.0321705678666,497.4370230535579,705.6712711593424,693.849099916857,55.84935383030765,520.7882474790106,889.2203972092916,731.0675190106208,997.0911438503748,991.9168810750415,53.64469278546113,0
57317,515,17,356.4609618803476,962.279284230669,948.6754269818618,670.7500097668985,959.372624944328,656.1878445897916,682.1350188564056,264.5886517975493,52.95480555126086,763.241086237937,344.30493647727553,425.2369052967242,797.4021946535252,22.961271718824783,815.2965617918863,537.7681256166537,275.55269521078884,899.5731531698626,595.4659913127036,497.6211129478227,778.7021776787166,568.034059645025,756.7229916377578,844.9622105951358,609.9467573415809,194.39658048767305,419.74532470156487,579.0404962076586,372.40777158268145,378.59435385136373,792.8143525581704,780.2056663027249,791.9581351460633,411.707694635393,766.0627460775379,409.4382423932743,567.535221015816,477.7192819892193,779.442680454484,437.3805549685135,92.9720528739576,531.3205307929446,513.682199654187,45.44876171700651,129.39374561260752,820.6767753799109,759.3696358129579,573.8118025876695,899.4497934445886,950.8169043465638,25.40831519012221,113.31289058574367,161.97342936229109,0
45980,190,6,794.1586829197777,896.653646981789,867.0245788817799,443.7744369122625,711.6855544774826,507.16767245554286,22.889558499708418,555.0864637720492,756.4561699521366,706.0697908580702,744.1365675035051,818.487766825208,283.4587710515241,774.6755185582566,128.53838904673498,7.004562686645843,883.8137378716543,897.767612840591,662.034617990393,553.6679452592651,772.2786746085018,602.093963717586,468.51066631115657,755.1576018010753,606.1942525262557,420.87659447659297,168.11817907453596,120.28949647845866,726.3699314647953,776.4809737926163,26.068346829902,930.6768399559452,869.1255754653503,655.7529923611876,330.53494364929793,994.9014635396805,292.84007853409,162.05607773269537,188.7722718990238,444.38403190655896,471.41789474080997,298.4835997626736,381.906766173423,61.34238420239346,493.9091486705759,512.806526890701,451.6607210416564,165.18408306464994,884.7687234216357,124.65104342009636,996.6706935300418,389.01313850248664,423.37999507689307,0
56922,543,17,708.3639361270177,846.1387098875678,916.4392279287842,909.9522477594584,587.9839620816855,525.1530641233927,664.8626227345485,114.43306005056031,584.7784723894582,476.74837507764846,39.509138072065795,649.1172368616733,752.3770700625103,166.55480737708805,575.4681686383694,735.0067885569405,749.5921657299343,867.2980327577228,131.5919235613081,73.08378460121257,186.2636720127484,604.088459695069,690.8498897320036,900.0976180820223,328.51021990608496,929.7367316447069,295.66688531507765,303.79263400621846,103.8427986743491,854.103346245251,518.9446990989593,350.5855040913983,812.8260805568776,777.0842599922304,705.734086314893,620.2745239135637,912.5373173975563,697.0361680183307,326.488569871385,18.29860027899699,26.854258951737876,872.1769575483671,85.96160872018099,173.61736409005758,60.4914389504817,773.4281665546748,529.1023182753208,411.6020632464038,466.9880563544582,613.3320604936524,442.9002086717331,652.2138543409004,185.16737978452136,0
12461,334,17,478.5209112146458,84.3291863612835,21.28618843362007,603.8133222185203,660.2494458436103,220.56860790151057,787.111786884801,630.5288198915702,67.35572327019312,585.3634369032873,723.5675204088315,57.706055174526206,57.5472722427357,625.3016653900672,165.01322618920767,365.68475414627477,918.5707872926265,552.9969189826118,786.3718491072353,603.7841716810701,188.3027210887407,830.2046422467188,842.2226214697711,459.4649942604203,635.8288149892207,499.59095390372886,305.64905270477027,457.48694149367,367.97718814765346,889.317679921783,847.0017303405018,389.5657338287214,851.9255844363997,993.7197627963756,187.47325751162447,709.4357489069278,233.95688230627965,83.72715317165668,215.46142577135728,898.0836094544803,977.4749672698179,116.70630014208515,799.372034886389,797.6341610952057,668.6633579062301,231.76242718679796,438.3725354016732,347.10423638014555,959.2329863495099,80.7342416698289,499.0565713195798,840.2793082824227,790.4174939201961,0
2120,572,6,823.5936807576877,625.513015953521,241.0853926374209,113.28580613929307,930.8436567222659,803.9863370784694,715.0156129124568,961.7492162720397,988.3146158046355,888.6098400891417,471.3767326331939,661.2007482304708,790.7423027504154,192.69295957037536,428.4357577922535,799.5786358810188,229.9584979081053,698.5450990820837,105.52878117696352,288.602842445853,938.6443458700504,354.0962906130598,889.4036087156331,591.1904995369716,195.23965322271175,871.060513694747,147.2459801676469,568.7736711316097,547.3310387379067,830.1769211551393,90.57679784248873,718.514325197897,599.5315192122148,746.5852762925941,0.05892364139004069,817.6517039442863,442.50031450537,878.9228267129621,767.1262787724265,112.3680571467055,490.27031149080346,981.6056373958393,636.6666014877106,380.23598207465193,312.53000767010485,282.9632647423024,15.569094356304824,167.9115856942195,150.9985743262946,710.3978387731096,413.7684960985604,666.902029499631,491.4559488075011,0
10345,607,6,391.158942286807,955.7888761291807,36.14270710724288,257.47809234980656,482.45931164583254,515.1678063917209,792.1354803916018,806.8150214040876,7.584622499845706,427.7301927160587,638.9643200062483,763.8401941835386,339.4480601685225,115.65655750746895,453.58582809067036,737.534715618122,269.57198680596997,312.17270530320894,88.20727780257175,875.6457724747797,340.76920992399084,108.2403065262617,681.5594694933455,531.6664833484167,735.8434855627758,247.58281273268366,737.1630432970969,566.6135053973436,30.00271891974404,73.30491220197477,278.58644551451175,989.1377436835942,900.715185316739,597.8243659954707,890.3705964319036,493.056439278291,729.2195991727829,505.54819178512145,828.1735749396412,595.0824688216458,367.77789249921744,563.6799169540526,139.14544506187343,998.7055446226107,932.0586268121742,934.1751624530335,729.9188161697735,784.8216305793873,626.279195281879,35.31575775592477,131.9474306649958,913.4672942122845,152.37345312219418,0
63345,555,6,396.1930045570066,677.9123609561162,163.9122674101291,97.38243213052999,358.725533669454,442.3901426303799,125.49555678026103,349.9046523231849,843.9539992357076,348.0380983190096,887.9372246223218,19.9240362615013,967.0851743911575,465.09120580253796,783.4981896978563,572.5920790437988,65.77458863378749,100.18499429126825,154.91036185987306,334.21866571338523,660.2645041311266,107.42950674589602,770.112480188226,333.08281169819145,774.3248783701454,861.1841596229953,455.97186472198683,73.18174149762469,473.92095701370386,955.9377928745699,527.8965857897881,789.1699026529774,509.4861325206561,605.2487169490853,194.424216765839,30.311144754896713,133.15504242233632,102.42294897591397,758.887725696998,394.022402279308,894.0340974441166,144.69117597596536,616.5619848133059,193.36691104800875,45.180792659012425,491.4393754432688,948.3023635135712,201.4256879889268,144.99227677680025,444.70920240969724,396.3840181178192,245.61134051863598,98.62018232313885,0
18212,860,6,179.16356585038272,198.94592236661168,375.0611052767466,252.77346778356403,307.6130683772422,443.59071413041204,590.7098895356996,468.28721442643626,301.14646757049155,671.3048856516226,871.607002212423,877.5540766399711,278.4060247274458,131.27762212983873,265.0446612307044,276.0270961948839,806.3156109981518,12.263324505886741,552.823977192513,730.0550045350939,837.1457293948779,776.3356195137515,776.3495940592086,322.314579825545,533.014968913942,285.3416399911499,584.0226670185883,638.722567442259,90.14467084104749,640.674030991114,635.2577963608717,714.3953985555263,617.7546061543641,130.20601930872934,501.8557229757439,971.5526611689307,319.9729809499896,234.67320389704915,61.733083909881195,966.8220298539652,455.9580234949914,960.8782013934953,663.2365369659789,296.99284702744853,954.6021000177732,176.63666992531003,483.2786562656226,129.58296166638928,243.33038315063183,532.5360815913936,204.46972903913363,857.6775388782481,338.2462080434584,0
45349,440,17,448.2109650243874,224.9564077066538,263.7252181110312,741.3143473796584,743.5424760780144,399.26099797360837,545.2045545848604,534.3592910476448,329.30489341719374,696.0643234007983,240.84297351831773,176.00761801650287,416.0837231186704,88.2481699109432,707.101068107409,501.0826185473803,318.7100244294855,630.0227505481307,242.62761060454585,70.13106284289272,61.227339165711655,835.1377704628259,592.420595170405,146.2174503177518,430.48907058334106,86.19447185643658,893.4245747145914,79.58332832967507,864.0890308628778,863.8941650052527,234.46524266141188,365.09888437299173,955.4616782460682,181.79196887048155,821.0167397285949,706.4034374090929,973.7955692194439,350.38423625765137,56.68272815768927,919.4409297222317,937.0091013043304,465.2128663442886,527.8353335102441,736.9479560627411,183.58460334998549,922.8792596361055,651.1133411574189,508.87776831700137,308.7358976529854,886.0068738335941,687.8098208659397,606.0531768172573,87.28894870344128,0
59913,26,6,189.09411024577582,816.0743087258036,465.21413865442116,491.85283133690814,695.75281361027,931.6785935462736,714.7533147172377,801.2943527979907,483.5687318366159,716.8333984074438,227.74445435895208,932.2486115371162,535.9597454482638,932.0760516027866,730.5698021322291,450.903557098529,535.2643976830794,301.22241410288086,932.9273357180957,382.143952379003,396.2770507885019,2.359936291745468,546.8669336355301,801.0981343289262,969.0662548660437,134.9305493131997,494.6494640464757,246.78482138720094,309.58664234146806,202.25991760163853,37.27647976798243,427.4546747153769,628.8302247294221,602.2925932655476,195.85470973045315,22.01675964196481,376.83829316089714,375.08827876498884,753.9626467425253,800.2654096341549,743.1740580518152,825.5104142832681,926.8553001837255,325.00632910666195,812.0389677314703,691.6467977601812,44.1149147178369,909.6700261185479,378.3090862937374,542.8505687530962,275.9042756986414,920.1156235379049,383.8696054703352,0
61457,266,17,589.4908238968651,783.2652576370896,176.39518727679027,283.40019203370525,319.20913736596833,808.0203865423921,368.61630018682547,957.4392557143693,195.6553284738717,792.9597301941802,785.9908682238729,895.1624066496225,877.4273344269164,981.1042938944519,432.62809772233925,393.97055302015474,501.97443900484507,512.0651679491081,474.3406784229095,756.6876903172483,711.510850207657,130.78460515062352,503.3220014146161,731.5854482052083,814.2324681786944,353.5302885335653,456.913027775946,911.1131163545415,967.2439617096159,338.92282543371743,819.551647800636,944.2031010836853,311.54872356320107,993.0698339547683,773.2562984921449,324.104255917091,578.0735961376936,655.8459602122773,80.06454726067702,980.9008232020245,948.8316124339534,361.16105493862113,860.3178085924964,25.119772903333782,523.5041616241164,671.7741300063561,33.91929210297873,418.4857514114765,972.5215187132317,1.0947320250118686,973.1738184445262,155.89089136564016,998.4987429536646,0
11006,922,17,679.3596659743916,380.56820295631064,404.1193571360967,705.8799942005938,282.6244536410423,995.417770450914,416.2838343994858,386.9885777752591,393.8063170938153,757.5964591464999,274.3261448035026,700.2932599648243,4.909198162525996,730.0223084848507,363.77492979584457,296.60906862578275,426.3674680861197,840.2644541407178,809.8344412299532,712.2747288919116,268.5535771866403,542.7189075933264,821.9980706838764,322.3510669113515,13.803817737454317,607.9454638910225,231.27795473355638,514.3185792714893,232.15368931587955,961.2691503983938,250.96372739469274,625.0085795232172,400.09054238601084,390.6841611194225,83.38745882796262,180.44625458024322,634.8342763992832,597.5501663175688,597.6312039622317,917.643128247631,669.821662044032,928.9816049933588,85.8515258134801,172.6927245697386,890.9608435471264,33.26018138628773,518.0130677436306,983.1603599086634,345.18293787778487,345.080944906626,708.4164184907926,127.1905399741089,664.1407182471554,0
57302,797,6,909.9058203009042,78.22703898159644,221.1352480647385,757.6613190050695,364.281397149656,521.5451053357436,543.969506387119,292.12234455227326,508.2041755877266,759.5374211464609,369.2428303006967,142.86825880915364,356.3007946260651,223.1832271505495,444.97908866210645,547.1508675336156,891.497468635699,487.16176297897306,969.9631961643618,174.33818265881064,445.5286946554455,845.1909219523227,414.665539647473,518.0907469703197,664.2271430292401,88.17985053241418,135.70127798715603,87.5905626407566,665.3363488762715,390.63897371196975,342.3649172907186,756.6937166938548,616.3624617027398,104.7544031858757,28.635692105470454,345.9485030914279,11.507361924305904,284.4204733333623,58.82107567362871,61.83084008577489,442.47043694378675,190.93123576795057,944.1152513760826,527.8408261812101,510.7404409241589,344.58283826062996,88.96961480304044,362.899955976241,199.84388130681762,581.9467091194066,525.2954701301676,113.25473574764655,825.4851205239174,0
